Image_Name,Polygon_ID,OSM_ID,Centroid_X,Centroid_Y,Centroid_Longitude,Centroid_Latitude,Area_Pixels,Area_Meters
Atlanta_03,41,51281972,-4515799.3314,2747092.4686,-84.2887,33.7751,3510,81.6025
Atlanta_03,42,51282240,-4515799.3465,2747092.4825,-84.291,33.773,2892,67.1498
Atlanta_03,43,51282244,-4515799.3473,2747092.4817,-84.2912,33.7731,810,18.8725
Atlanta_03,44,51282783,-4515799.3161,2747092.478,-84.2864,33.7737,7950,184.7772
Atlanta_03,45,51282784,-4515799.3348,2747092.478,-84.2893,33.7737,35498,824.775
Atlanta_03,46,51282787,-4515799.3607,2747092.4772,-84.2932,33.7738,347,8.0327
Atlanta_03,47,51282792,-4515799.3412,2747092.4562,-84.2902,33.777,6079,140.983
Atlanta_03,48,51282814,-4515799.3485,2747092.4676,-84.2913,33.7753,2423,56.3391
Atlanta_03,49,51282824,-4515799.3105,2747092.4678,-84.2856,33.7752,19869,461.562
Atlanta_03,50,51282830,-4515799.3278,2747092.4665,-84.2882,33.7754,8779,203.9137
Atlanta_03,51,51282831,-4515799.3245,2747092.4663,-84.2877,33.7755,9796,227.5871
Atlanta_03,52,51282832,-4515799.3225,2747092.466,-84.2874,33.7755,6137,142.6605
Atlanta_03,53,51282834,-4515799.3161,2747092.4652,-84.2864,33.7756,7062,164.1131
Atlanta_03,54,51282836,-4515799.3146,2747092.4651,-84.2862,33.7756,11670,271.1958
Atlanta_03,55,51283121,-4515799.3376,2747092.4909,-84.2897,33.7717,12410,290.4638
Atlanta_03,56,51283122,-4515799.3197,2747092.4909,-84.287,33.7717,5371,125.8304
Atlanta_03,57,51283555,-4515799.3467,2747092.4556,-84.2911,33.7771,7645,177.476
Atlanta_03,58,51284245,-4515799.3208,2747092.4795,-84.2871,33.7734,7556,175.6568
Atlanta_03,59,51284250,-4515799.318,2747092.4785,-84.2867,33.7736,6664,154.8019
Atlanta_03,60,51284261,-4515799.3405,2747092.4764,-84.2901,33.7739,10572,245.7753
Atlanta_03,61,51286086,-4515799.356,2747092.4889,-84.2925,33.772,29537,686.8291
Atlanta_03,62,51286102,-4515799.3276,2747092.4862,-84.2882,33.7724,5450,126.5389
Atlanta_03,63,51286106,-4515799.3595,2747092.4861,-84.293,33.7724,26775,622.1592
Atlanta_03,64,51286110,-4515799.3545,2747092.4848,-84.2923,33.7726,1135,26.3931
Atlanta_03,65,51286112,-4515799.3079,2747092.4858,-84.2852,33.7725,61241,1422.6309
Atlanta_03,66,51286393,-4515799.3174,2747092.4618,-84.2866,33.7762,8955,208.0344
Atlanta_03,67,51286399,-4515799.3423,2747092.4606,-84.2904,33.7763,2328,54.0063
Atlanta_03,68,51286401,-4515799.3106,2747092.4605,-84.2856,33.7763,14361,333.8878
Atlanta_03,69,51286406,-4515799.3275,2747092.4603,-84.2882,33.7764,11888,276.2801
Atlanta_03,70,51286412,-4515799.3052,2747092.4594,-84.2848,33.7765,11338,262.8212
Atlanta_03,71,51287012,-4515799.3518,2747092.474,-84.2918,33.7743,10903,254.738
Atlanta_03,72,51287013,-4515799.3547,2747092.4738,-84.2923,33.7743,11337,263.629
Atlanta_03,73,51287015,-4515799.3578,2747092.4731,-84.2928,33.7744,236,5.4569
Atlanta_03,74,51287021,-4515799.3458,2747092.4703,-84.2909,33.7748,10193,236.5481
Atlanta_03,75,51287025,-4515799.3454,2747092.4697,-84.2909,33.7749,418,9.9936
Atlanta_03,76,51287028,-4515799.3481,2747092.4692,-84.2913,33.775,4606,107.0999
Atlanta_03,77,51287029,-4515799.3119,2747092.4693,-84.2858,33.775,7470,173.4985
Atlanta_03,78,51287031,-4515799.3533,2747092.47,-84.2921,33.7749,58086,1349.3213
Atlanta_03,79,51287302,-4515799.3464,2747092.4843,-84.291,33.7727,1701,40.0414
Atlanta_03,80,51287306,-4515799.3203,2747092.4842,-84.287,33.7727,22594,524.8926
Atlanta_03,81,51287307,-4515799.3406,2747092.4846,-84.2901,33.7727,25257,586.5439
Atlanta_03,82,51287321,-4515799.3472,2747092.4813,-84.2911,33.7732,3825,88.6532
Atlanta_03,83,51287322,-4515799.3258,2747092.4811,-84.2879,33.7732,9192,213.7683
Atlanta_03,84,51287324,-4515799.3398,2747092.4811,-84.29,33.7732,10135,235.3494
Atlanta_03,85,51287926,-4515799.3587,2747092.4778,-84.2929,33.7737,8085,187.2106
Atlanta_03,86,51287928,-4515799.3273,2747092.4775,-84.2881,33.7738,8052,187.3366
Atlanta_03,87,51287936,-4515799.3069,2747092.4558,-84.285,33.7771,5204,120.6007
Atlanta_03,88,51287950,-4515799.3594,2747092.4673,-84.293,33.7753,13488,313.1977
Atlanta_03,89,51287951,-4515799.3485,2747092.4664,-84.2913,33.7755,2192,51.1063
Atlanta_03,90,51287957,-4515799.3177,2747092.4656,-84.2866,33.7756,9828,228.0869
Atlanta_03,91,51287973,-4515799.3027,2747092.463,-84.2844,33.776,11803,274.5369
Atlanta_03,92,51288261,-4515799.3288,2747092.4911,-84.2883,33.7717,366,8.9274
Atlanta_03,93,51288764,-4515799.3027,2747092.457,-84.2844,33.7769,7226,167.9707
Atlanta_03,94,51290122,-4515799.3271,2747092.4786,-84.2881,33.7736,8598,199.6267
Atlanta_03,95,51290128,-4515799.3337,2747092.4769,-84.2891,33.7738,945,21.9366
Atlanta_03,96,51290130,-4515799.313,2747092.477,-84.2859,33.7738,10304,239.4185
Atlanta_03,97,51290131,-4515799.3201,2747092.477,-84.287,33.7738,8521,197.87
Atlanta_03,98,51290137,-4515799.3522,2747092.4762,-84.2919,33.7739,5814,135.0713
Atlanta_03,99,51290145,-4515799.3363,2747092.4759,-84.2895,33.774,16616,386.6799
Atlanta_03,100,51290146,-4515799.3541,2747092.4761,-84.2922,33.774,9825,228.2383
Atlanta_03,101,51290659,-4515799.3207,2747092.4875,-84.2871,33.7722,9525,221.2725
Atlanta_03,102,51290672,-4515799.352,2747092.4852,-84.2919,33.7726,5584,129.608
Atlanta_03,103,51290673,-4515799.3489,2747092.4852,-84.2914,33.7726,8659,201.4035
Atlanta_03,104,51290958,-4515799.3141,2747092.4613,-84.2861,33.7762,8671,201.5897
Atlanta_03,105,51290959,-4515799.3439,2747092.4612,-84.2906,33.7762,6923,160.8656
Atlanta_03,106,51290963,-4515799.3347,2747092.4612,-84.2892,33.7762,27857,646.3875
Atlanta_03,107,51290965,-4515799.3467,2747092.4601,-84.2911,33.7764,7733,179.347
Atlanta_03,108,51290966,-4515799.3003,2747092.4602,-84.284,33.7764,7382,172.5764
Atlanta_03,109,51290973,-4515799.3156,2747092.4589,-84.2863,33.7766,2205,51.1931
Atlanta_03,110,51291418,-4515799.3564,2747092.4704,-84.2925,33.7748,9217,213.8165
Atlanta_03,111,51291420,-4515799.3275,2747092.4703,-84.2882,33.7748,11544,267.8706
Atlanta_03,112,51291427,-4515799.3205,2747092.4699,-84.2871,33.7749,16955,393.7922
Atlanta_03,113,51291430,-4515799.3237,2747092.4692,-84.2876,33.775,2985,69.2461
Atlanta_03,114,51291433,-4515799.3589,2747092.4699,-84.2929,33.7749,56134,1304.5112
Atlanta_03,115,51291437,-4515799.3438,2747092.4687,-84.2906,33.7751,1840,41.6662
Atlanta_03,116,51291438,-4515799.3442,2747092.4687,-84.2907,33.7751,1044,24.3608
Atlanta_03,117,51291439,-4515799.3485,2747092.4683,-84.2913,33.7752,2422,56.5859
Atlanta_03,118,51291737,-4515799.3582,2747092.4823,-84.2928,33.773,8706,201.7309
Atlanta_03,119,51291740,-4515799.3315,2747092.4825,-84.2888,33.773,80742,1876.4621
Atlanta_03,120,51291742,-4515799.3615,2747092.481,-84.2933,33.7732,781,18.3446
Atlanta_03,121,51291745,-4515799.3331,2747092.4804,-84.289,33.7733,30044,698.479
Atlanta_03,122,51292515,-4515799.306,2747092.4727,-84.2849,33.7745,2974,69.1135
Atlanta_03,123,51292558,-4515799.3333,2747092.467,-84.289,33.7753,82168,1909.299
Atlanta_03,124,51292569,-4515799.3433,2747092.4639,-84.2905,33.7758,30584,710.9606
Atlanta_03,125,51293606,-4515799.3024,2747092.4907,-84.2843,33.7717,8772,204.7458
Atlanta_03,126,51293609,-4515799.3058,2747092.4911,-84.2848,33.7717,130,3.5546
Atlanta_03,127,51293617,-4515799.3092,2747092.4907,-84.2854,33.7717,34197,795.4938
Atlanta_03,128,51293621,-4515799.3546,2747092.4893,-84.2923,33.772,1758,40.6518
Atlanta_03,129,51294130,-4515799.2992,2747092.4575,-84.2838,33.7768,875,20.5335
Atlanta_03,130,51294142,-4515799.3214,2747092.4568,-84.2872,33.7769,8162,189.8283
Atlanta_03,131,51294144,-4515799.3042,2747092.4566,-84.2846,33.7769,1690,39.146
Atlanta_03,132,51294145,-4515799.3467,2747092.4565,-84.2911,33.777,7196,166.7264
Atlanta_03,133,51294146,-4515799.2997,2747092.4564,-84.2839,33.777,5864,136.4299
Atlanta_03,134,51294868,-4515799.3189,2747092.4789,-84.2868,33.7735,7471,173.8017
Atlanta_03,135,51294869,-4515799.3234,2747092.4783,-84.2875,33.7736,8996,209.1296
Atlanta_03,136,51294881,-4515799.3232,2747092.4763,-84.2875,33.7739,8112,188.6795
Atlanta_03,137,51294885,-4515799.3556,2747092.4761,-84.2924,33.774,28905,672.6627
Atlanta_03,138,51294886,-4515799.3386,2747092.4755,-84.2898,33.7741,7155,166.165
Atlanta_03,139,51295377,-4515799.3128,2747092.4889,-84.2859,33.772,14521,337.4788
Atlanta_03,140,51295380,-4515799.3064,2747092.4886,-84.2849,33.7721,8779,203.3166
Atlanta_03,141,51295384,-4515799.3224,2747092.4884,-84.2874,33.7721,14095,327.5084
Atlanta_03,142,51295385,-4515799.3026,2747092.488,-84.2843,33.7722,7176,166.8103
Atlanta_03,143,51295391,-4515799.3464,2747092.4875,-84.291,33.7722,5278,122.8358
Atlanta_03,144,51295398,-4515799.3493,2747092.486,-84.2915,33.7725,5199,120.5941
Atlanta_03,145,51295399,-4515799.3521,2747092.486,-84.2919,33.7725,8415,195.5727
Atlanta_03,146,51295769,-4515799.3479,2747092.4628,-84.2912,33.776,3229,74.8821
Atlanta_03,147,51295775,-4515799.3154,2747092.4614,-84.2863,33.7762,9449,219.3067
Atlanta_03,148,51295781,-4515799.3381,2747092.4618,-84.2898,33.7761,60292,1401.339
Atlanta_03,149,51295786,-4515799.3024,2747092.4602,-84.2843,33.7764,7205,167.6314
Atlanta_03,150,51295789,-4515799.3125,2747092.4606,-84.2859,33.7763,12459,289.7229
Atlanta_03,151,51295798,-4515799.3116,2747092.4593,-84.2857,33.7765,1853,43.0869
Atlanta_03,152,51295802,-4515799.2999,2747092.459,-84.2839,33.7766,2078,48.5652
Atlanta_03,153,51295812,-4515799.3235,2747092.4584,-84.2875,33.7767,5905,137.0141
Atlanta_03,154,51296233,-4515799.3488,2747092.4752,-84.2914,33.7741,26865,625.5785
Atlanta_03,155,51296236,-4515799.3122,2747092.4737,-84.2858,33.7743,3193,74.2757
Atlanta_03,156,51296237,-4515799.3532,2747092.474,-84.2921,33.7743,10963,254.908
Atlanta_03,157,51296243,-4515799.3402,2747092.4736,-84.2901,33.7743,12413,288.4065
Atlanta_03,158,51296251,-4515799.3497,2747092.4703,-84.2915,33.7749,224,5.3748
Atlanta_03,159,51296252,-4515799.3292,2747092.4704,-84.2884,33.7748,9110,211.5202
Atlanta_03,160,51296254,-4515799.3421,2747092.4699,-84.2904,33.7749,2136,49.4812
Atlanta_03,161,51296256,-4515799.3308,2747092.4704,-84.2887,33.7748,15982,370.9259
Atlanta_03,162,51296258,-4515799.3454,2747092.4692,-84.2909,33.775,544,12.6476
Atlanta_03,163,51296259,-4515799.3281,2747092.4693,-84.2882,33.775,2054,47.692
Atlanta_03,164,51296260,-4515799.3154,2747092.4696,-84.2863,33.775,10149,235.7398
Atlanta_03,165,51296264,-4515799.3439,2747092.4691,-84.2906,33.775,1914,44.6611
Atlanta_03,166,51297774,-4515799.3599,2747092.4831,-84.2931,33.7729,24068,559.224
Atlanta_03,167,51297805,-4515799.3524,2747092.4807,-84.2919,33.7733,10980,255.7574
Atlanta_03,168,51297814,-4515799.3493,2747092.4805,-84.2915,33.7733,6597,154.331
Atlanta_03,169,51298422,-4515799.3129,2747092.4731,-84.2859,33.7744,11426,265.6575
Atlanta_03,170,51298427,-4515799.3284,2747092.456,-84.2883,33.777,1624,37.6153
Atlanta_03,171,51298438,-4515799.3139,2747092.4677,-84.2861,33.7752,8128,188.7637
Atlanta_03,172,51298443,-4515799.3447,2747092.4673,-84.2908,33.7753,7757,180.0601
Atlanta_03,173,51298445,-4515799.3485,2747092.4669,-84.2913,33.7754,2403,56.1719
Atlanta_03,174,51298447,-4515799.3434,2747092.4673,-84.2906,33.7753,11396,264.1819
Atlanta_03,175,51298450,-4515799.3556,2747092.4675,-84.2924,33.7753,53020,1232.9061
Atlanta_03,176,51298459,-4515799.2999,2747092.4646,-84.2839,33.7757,3591,83.0697
Atlanta_03,177,51298460,-4515799.3023,2747092.4646,-84.2843,33.7757,2389,55.5675
Atlanta_03,178,51298477,-4515799.3471,2747092.4638,-84.2911,33.7758,9364,217.7651
Atlanta_03,179,51298479,-4515799.3046,2747092.4631,-84.2847,33.7759,8282,192.565
Atlanta_03,180,51298481,-4515799.3002,2747092.4633,-84.284,33.7759,10019,232.6987
Atlanta_03,181,51298761,-4515799.3145,2747092.49,-84.2862,33.7718,3131,72.9021
Atlanta_03,182,51298763,-4515799.3167,2747092.49,-84.2865,33.7718,5293,122.9133
Atlanta_03,183,51298769,-4515799.3301,2747092.4901,-84.2885,33.7718,17341,402.6368
Atlanta_03,184,51299211,-4515799.3468,2747092.4574,-84.2911,33.7768,9305,217.3274
Atlanta_03,185,51299215,-4515799.2995,2747092.457,-84.2839,33.7769,6802,157.5753
Atlanta_03,186,51299226,-4515799.3271,2747092.4555,-84.2881,33.7771,6983,163.4061
Atlanta_03,187,51299910,-4515799.317,2747092.4782,-84.2866,33.7736,7185,167.0067
Atlanta_03,188,51299913,-4515799.3302,2747092.476,-84.2885,33.774,2160,49.9936
Atlanta_03,189,51299914,-4515799.3246,2747092.4761,-84.2877,33.774,6667,154.7049
Atlanta_03,190,51300483,-4515799.3284,2747092.4891,-84.2883,33.772,14050,326.9763
Atlanta_03,191,51301393,-4515799.3524,2747092.4885,-84.2919,33.7721,48851,1135.3531
Atlanta_03,192,51301396,-4515799.3065,2747092.4874,-84.2849,33.7722,5158,119.8594
Atlanta_03,193,51301398,-4515799.3476,2747092.4876,-84.2912,33.7722,10509,243.8529
Atlanta_03,194,51301407,-4515799.3632,2747092.4869,-84.2936,33.7723,11201,262.6948
Atlanta_03,195,51301413,-4515799.3219,2747092.4862,-84.2873,33.7724,10939,254.2205
Atlanta_03,196,51301670,-4515799.327,2747092.4632,-84.2881,33.7759,11266,262.1682
Atlanta_03,197,51301674,-4515799.3297,2747092.4623,-84.2885,33.7761,2568,59.579
Atlanta_03,198,51301678,-4515799.3188,2747092.4622,-84.2868,33.7761,9837,228.3303
Atlanta_03,199,51301679,-4515799.3466,2747092.462,-84.2911,33.7761,7165,166.9687
Atlanta_03,200,51301695,-4515799.3081,2747092.4593,-84.2852,33.7765,1936,44.9571
Atlanta_03,201,51301696,-4515799.3438,2747092.4594,-84.2906,33.7765,7539,174.222
Atlanta_03,202,51301698,-4515799.3182,2747092.4589,-84.2867,33.7766,2076,48.2744
Atlanta_03,203,51301702,-4515799.3439,2747092.4585,-84.2906,33.7766,6250,145.1213
Atlanta_03,204,51302139,-4515799.332,2747092.4747,-84.2888,33.7742,8910,205.928
Atlanta_03,205,51302141,-4515799.347,2747092.4754,-84.2911,33.7741,34467,797.5198
Atlanta_03,206,51302146,-4515799.3103,2747092.4725,-84.2855,33.7745,11390,264.2025
Atlanta_03,207,51302152,-4515799.3402,2747092.4708,-84.2901,33.7748,9347,217.4469
Atlanta_03,208,51302153,-4515799.3473,2747092.4708,-84.2912,33.7748,8984,208.5855
Atlanta_03,209,51302154,-4515799.3241,2747092.4704,-84.2876,33.7748,6801,158.1497
Atlanta_03,210,51302155,-4515799.3221,2747092.4702,-84.2873,33.7749,10523,244.8281
Atlanta_03,211,51302157,-4515799.3327,2747092.4703,-84.2889,33.7749,15140,351.5177
Atlanta_03,212,51302159,-4515799.3136,2747092.4695,-84.286,33.775,10602,246.345
Atlanta_03,213,51302516,-4515799.3557,2747092.4845,-84.2924,33.7727,9267,215.7155
Atlanta_03,214,51302523,-4515799.3537,2747092.484,-84.2921,33.7728,894,20.8089
Atlanta_03,215,51302531,-4515799.2992,2747092.4837,-84.2838,33.7728,4117,95.8163
Atlanta_03,216,51302533,-4515799.3162,2747092.4857,-84.2864,33.7725,122090,2836.6598
Atlanta_03,217,51302565,-4515799.338,2747092.4835,-84.2897,33.7728,80154,1862.9025
Atlanta_03,218,51302582,-4515799.3248,2747092.4809,-84.2877,33.7732,8202,190.7774
Atlanta_03,219,51302583,-4515799.3543,2747092.4805,-84.2922,33.7733,777,18.0869
Atlanta_03,220,51302584,-4515799.3469,2747092.4806,-84.2911,33.7733,5703,131.0172
Atlanta_03,221,51302587,-4515799.3558,2747092.4804,-84.2925,33.7733,12035,279.8832
Atlanta_03,222,51302589,-4515799.3227,2747092.4802,-84.2874,33.7733,8549,198.5815
Atlanta_03,223,51303208,-4515799.348,2747092.4732,-84.2913,33.7744,44000,1025.7687
Atlanta_03,224,51303224,-4515799.3171,2747092.468,-84.2866,33.7752,3375,78.5371
Atlanta_03,225,51303229,-4515799.3071,2747092.4675,-84.285,33.7753,7537,175.1821
Atlanta_03,226,51303231,-4515799.3231,2747092.4671,-84.2875,33.7753,1924,44.6395
Atlanta_03,227,51303232,-4515799.3469,2747092.4673,-84.2911,33.7753,6220,145.1539
Atlanta_03,228,51303235,-4515799.3616,2747092.4674,-84.2933,33.7753,33615,781.8846
Atlanta_03,229,51303241,-4515799.3104,2747092.4656,-84.2855,33.7756,2803,64.9344
Atlanta_03,230,51303246,-4515799.3066,2747092.4647,-84.285,33.7757,3468,81.0212
Atlanta_03,231,51303252,-4515799.3301,2747092.4637,-84.2885,33.7759,5484,127.123
Atlanta_03,232,51303254,-4515799.3461,2747092.4635,-84.291,33.7759,13006,302.5131
Atlanta_03,233,51303557,-4515799.3141,2747092.4897,-84.2861,33.7719,789,18.1696
Atlanta_03,234,51303558,-4515799.2992,2747092.49,-84.2838,33.7719,6433,148.6342
Atlanta_03,235,51303953,-4515799.3102,2747092.4564,-84.2855,33.777,1832,42.5154
Atlanta_03,236,51303956,-4515799.3054,2747092.4572,-84.2848,33.7768,17309,401.6232
Atlanta_03,237,51303958,-4515799.3345,2747092.4573,-84.2892,33.7768,40564,943.0683
Atlanta_03,238,51303961,-4515799.3029,2747092.4553,-84.2844,33.7771,4769,112.1562
Atlanta_03,239,51303962,-4515799.2998,2747092.4555,-84.2839,33.7771,7031,164.6224
Atlanta_03,240,51303963,-4515799.3477,2747092.4551,-84.2912,33.7772,0,0.028992
Atlanta_03,241,51305106,-4515799.3198,2747092.4792,-84.287,33.7735,7225,167.8051
Atlanta_03,242,51305108,-4515799.3524,2747092.4785,-84.2919,33.7736,11251,261.3363
Atlanta_03,243,51305109,-4515799.3007,2747092.4781,-84.2841,33.7737,535,12.3589
Atlanta_03,244,51305111,-4515799.3238,2747092.4774,-84.2876,33.7738,8941,208.1417
Atlanta_03,245,51305116,-4515799.327,2747092.4763,-84.2881,33.7739,8581,199.1947
Atlanta_03,246,51305608,-4515799.3085,2747092.4882,-84.2852,33.7721,17322,402.3787
Atlanta_03,247,51305613,-4515799.3273,2747092.4879,-84.2881,33.7722,10801,251.0162
Atlanta_03,248,51305616,-4515799.3494,2747092.4882,-84.2915,33.7721,29415,684.1633
Atlanta_03,249,51305621,-4515799.3025,2747092.487,-84.2843,33.7723,12898,299.5926
Atlanta_03,250,51305631,-4515799.3556,2747092.4855,-84.2924,33.7725,11428,266.2118
Atlanta_03,251,51305633,-4515799.3023,2747092.4855,-84.2843,33.7725,33437,776.6352
Atlanta_03,252,51305934,-4515799.3204,2747092.4626,-84.2871,33.776,6078,140.8799
Atlanta_03,253,51305938,-4515799.3238,2747092.4625,-84.2876,33.776,13181,306.4886
Atlanta_03,254,51305953,-4515799.304,2747092.4598,-84.2846,33.7765,12176,283.0974
Atlanta_03,255,51305959,-4515799.3273,2747092.459,-84.2881,33.7766,9139,212.3443
Atlanta_03,256,51305965,-4515799.2995,2747092.458,-84.2839,33.7767,8639,200.1189
Atlanta_03,257,51306375,-4515799.3332,2747092.4749,-84.289,33.7742,14110,327.98
Atlanta_03,258,51306378,-4515799.3385,2747092.4736,-84.2898,33.7744,12271,284.6819
Atlanta_03,259,51306384,-4515799.3172,2747092.4697,-84.2866,33.7749,11202,260.2494
Atlanta_03,260,51306649,-4515799.3521,2747092.4844,-84.2919,33.7727,8511,198.1151
Atlanta_03,261,51306656,-4515799.3582,2747092.484,-84.2928,33.7728,8793,204.8269
Atlanta_03,262,51306662,-4515799.3491,2747092.4833,-84.2914,33.7729,8795,204.381
Atlanta_03,263,51306668,-4515799.3086,2747092.4824,-84.2853,33.773,1520,35.346
Atlanta_03,264,51306669,-4515799.3494,2747092.4823,-84.2915,33.773,6907,161.1441
Atlanta_03,265,51306671,-4515799.3522,2747092.4822,-84.2919,33.773,8470,196.5636
Atlanta_03,266,51306680,-4515799.3493,2747092.4815,-84.2915,33.7731,8281,192.5224
Atlanta_03,267,51306681,-4515799.3015,2747092.4821,-84.2842,33.773,111237,2584.2875
Atlanta_03,268,51307273,-4515799.3221,2747092.4776,-84.2873,33.7737,9044,209.8796
Atlanta_03,269,51307276,-4515799.3444,2747092.4731,-84.2907,33.7744,24283,561.9551
Atlanta_03,270,51307302,-4515799.3043,2747092.4667,-84.2846,33.7754,7995,186.0056
Atlanta_03,271,51307303,-4515799.3138,2747092.4666,-84.2861,33.7754,2342,54.3193
Atlanta_03,272,51307304,-4515799.3024,2747092.4666,-84.2843,33.7754,7310,169.8569
Atlanta_03,273,51307307,-4515799.3494,2747092.4675,-84.2915,33.7753,21690,503.4108
Atlanta_03,274,51307308,-4515799.3155,2747092.4663,-84.2863,33.7755,2074,48.1601
Atlanta_03,275,51307310,-4515799.3263,2747092.4665,-84.288,33.7754,11278,262.0102
Atlanta_03,276,51307316,-4515799.2998,2747092.4657,-84.2839,33.7756,5133,119.248
Atlanta_03,277,51307319,-4515799.3081,2747092.4648,-84.2852,33.7757,2269,52.8737
Atlanta_03,278,51307333,-4515799.3332,2747092.4638,-84.289,33.7758,11057,256.8592
Atlanta_03,279,51307336,-4515799.3528,2747092.4631,-84.292,33.7759,2303,53.5624
Atlanta_03,280,51307610,-4515799.3166,2747092.491,-84.2865,33.7717,2533,59.5963
Atlanta_03,281,51307611,-4515799.3139,2747092.4908,-84.2861,33.7717,4942,115.4083
Atlanta_03,282,51307625,-4515799.3109,2747092.49,-84.2856,33.7719,14265,331.492
Atlanta_03,283,51308848,-4515799.3329,2747092.4592,-84.289,33.7765,41121,955.45
Atlanta_03,284,51308849,-4515799.3147,2747092.4577,-84.2862,33.7768,10629,247.1894
Atlanta_03,285,51308853,-4515799.3227,2747092.4572,-84.2874,33.7768,6000,139.3736
Atlanta_03,286,51308856,-4515799.3274,2747092.4567,-84.2881,33.7769,8806,204.7621
Atlanta_03,287,51308859,-4515799.3478,2747092.4552,-84.2912,33.7772,222,5.5014
Atlanta_03,288,51309464,-4515799.3606,2747092.4795,-84.2932,33.7735,3756,87.2278
Atlanta_03,289,51309476,-4515799.3536,2747092.477,-84.2921,33.7738,1078,25.2629
Atlanta_03,290,51309945,-4515799.3022,2747092.4893,-84.2843,33.772,18665,433.4902
Atlanta_03,291,51309972,-4515799.3472,2747092.4847,-84.2911,33.7727,3790,88.2073
Atlanta_03,292,51310251,-4515799.317,2747092.4607,-84.2866,33.7763,1743,40.6131
