Image_Name,Polygon_ID,OSM_ID,Centroid_X,Centroid_Y,Centroid_Longitude,Centroid_Latitude,Area_Pixels,Area_Meters
Atlanta_02,77,51286026,-4515799.309,2743093.508,-84.2854,33.7691,8417,195.5117
Atlanta_02,78,51286030,-4515799.344,2743093.508,-84.2906,33.7691,7983,185.7438
Atlanta_02,79,51286031,-4515799.316,2743093.508,-84.2864,33.7692,6447,149.7005
Atlanta_02,80,51286032,-4515799.332,2743093.508,-84.2889,33.7692,8391,195.1176
Atlanta_02,81,51286033,-4515799.331,2743093.507,-84.2887,33.7692,8223,191.2376
Atlanta_02,82,51286983,-4515799.332,2743093.499,-84.2888,33.7706,5639,131.0694
Atlanta_02,83,51286995,-4515799.352,2743093.497,-84.2918,33.7708,2332,54.3088
Atlanta_02,84,51287004,-4515799.326,2743093.495,-84.2879,33.771,7596,176.6022
Atlanta_02,85,51287056,-4515799.335,2743093.52,-84.2892,33.7673,9205,214.3292
Atlanta_02,86,51287059,-4515799.3,2743093.52,-84.284,33.7674,2037,47.4121
Atlanta_02,87,51287111,-4515799.321,2743093.5,-84.2871,33.7703,5525,128.3155
Atlanta_02,88,51287121,-4515799.318,2743093.517,-84.2867,33.7677,5740,133.4568
Atlanta_02,89,51287131,-4515799.334,2743093.517,-84.2891,33.7678,6607,153.6314
Atlanta_02,90,51287133,-4515799.343,2743093.517,-84.2905,33.7678,6306,146.263
Atlanta_02,91,51287135,-4515799.353,2743093.516,-84.292,33.7678,3142,74.0218
Atlanta_02,92,51287395,-4515799.299,2743093.527,-84.2838,33.7662,2585,60.1215
Atlanta_02,93,51287623,-4515799.317,2743093.527,-84.2865,33.7663,8771,203.9142
Atlanta_02,94,51287624,-4515799.36,2743093.526,-84.2931,33.7663,1313,30.4847
Atlanta_02,95,51287627,-4515799.308,2743093.526,-84.2852,33.7663,6764,157.2853
Atlanta_02,96,51287640,-4515799.307,2743093.525,-84.2851,33.7665,5444,126.1091
Atlanta_02,97,51287652,-4515799.306,2743093.525,-84.2849,33.7666,5708,132.487
Atlanta_02,98,51287653,-4515799.353,2743093.524,-84.292,33.7666,13706,318.4303
Atlanta_02,99,51287978,-4515799.315,2743093.519,-84.2863,33.7674,583,13.5771
Atlanta_02,100,51287980,-4515799.321,2743093.519,-84.2872,33.7674,5417,126.0885
Atlanta_02,101,51287993,-4515799.322,2743093.517,-84.2873,33.7677,925,21.5423
Atlanta_02,102,51288068,-4515799.354,2743093.502,-84.2921,33.7701,13774,320.3471
Atlanta_02,103,51288069,-4515799.328,2743093.501,-84.2882,33.7701,2405,55.9814
Atlanta_02,104,51288073,-4515799.347,2743093.501,-84.2911,33.7701,53621,1245.7052
Atlanta_02,105,51288074,-4515799.301,2743093.502,-84.2841,33.7701,32509,756.5158
Atlanta_02,106,51288075,-4515799.359,2743093.5,-84.2929,33.7704,1120,25.8343
Atlanta_02,107,51288243,-4515799.354,2743093.495,-84.2922,33.771,46630,1082.4778
Atlanta_02,108,51288261,-4515799.329,2743093.492,-84.2884,33.7716,7931,183.5212
Atlanta_02,109,51288593,-4515799.334,2743093.523,-84.2892,33.7668,11790,273.8948
Atlanta_02,110,51288594,-4515799.336,2743093.523,-84.2894,33.7668,12335,286.2726
Atlanta_02,111,51288595,-4515799.321,2743093.523,-84.2872,33.7669,9358,217.2108
Atlanta_02,112,51288998,-4515799.312,2743093.515,-84.2857,33.768,5103,118.799
Atlanta_02,113,51289008,-4515799.363,2743093.515,-84.2935,33.7681,18278,423.5918
Atlanta_02,114,51289016,-4515799.335,2743093.513,-84.2892,33.7683,1260,29.3511
Atlanta_02,115,51289703,-4515799.343,2743093.513,-84.2905,33.7684,5324,123.5341
Atlanta_02,116,51289709,-4515799.321,2743093.512,-84.2872,33.7685,2403,56.0317
Atlanta_02,117,51290260,-4515799.325,2743093.508,-84.2877,33.7692,13766,319.9751
Atlanta_02,118,51290270,-4515799.361,2743093.507,-84.2933,33.7692,78782,1829.3352
Atlanta_02,119,51290276,-4515799.339,2743093.506,-84.2899,33.7694,9331,216.1228
Atlanta_02,120,51290308,-4515799.353,2743093.503,-84.292,33.7698,15273,353.822
Atlanta_02,121,51290567,-4515799.326,2743093.511,-84.2879,33.7687,6668,154.9826
Atlanta_02,122,51290570,-4515799.354,2743093.511,-84.2921,33.7687,15167,352.355
Atlanta_02,123,51290575,-4515799.335,2743093.51,-84.2893,33.7687,8383,194.2351
Atlanta_02,124,51290579,-4515799.3,2743093.51,-84.2839,33.7688,1212,28.2411
Atlanta_02,125,51290592,-4515799.306,2743093.509,-84.2849,33.769,3632,84.2628
Atlanta_02,126,51290605,-4515799.337,2743093.508,-84.2895,33.7692,7008,162.4444
Atlanta_02,127,51290609,-4515799.334,2743093.508,-84.2891,33.7692,6719,156.2647
Atlanta_02,128,51291394,-4515799.347,2743093.497,-84.2911,33.7708,7474,173.2485
Atlanta_02,129,51291404,-4515799.316,2743093.495,-84.2863,33.7711,4555,105.923
Atlanta_02,130,51291454,-4515799.322,2743093.521,-84.2873,33.7671,1013,23.1805
Atlanta_02,131,51291457,-4515799.301,2743093.521,-84.2841,33.7671,2437,56.7395
Atlanta_02,132,51291459,-4515799.302,2743093.521,-84.2843,33.7671,5261,122.0254
Atlanta_02,133,51291461,-4515799.301,2743093.521,-84.2841,33.7672,1222,28.465
Atlanta_02,134,51291465,-4515799.303,2743093.521,-84.2844,33.7672,5427,126.2338
Atlanta_02,135,51291472,-4515799.313,2743093.52,-84.286,33.7673,1260,28.6288
Atlanta_02,136,51291475,-4515799.303,2743093.519,-84.2844,33.7674,1036,24.0657
Atlanta_02,137,51291476,-4515799.318,2743093.52,-84.2867,33.7673,6273,145.5046
Atlanta_02,138,51291537,-4515799.301,2743093.518,-84.2842,33.7677,8476,197.2158
Atlanta_02,139,51291547,-4515799.359,2743093.517,-84.293,33.7677,13337,309.4578
Atlanta_02,140,51291817,-4515799.339,2743093.527,-84.2899,33.7662,1220,28.9362
Atlanta_02,141,51292035,-4515799.302,2743093.526,-84.2843,33.7663,1128,26.249
Atlanta_02,142,51292036,-4515799.327,2743093.526,-84.2881,33.7663,5665,131.7194
Atlanta_02,143,51292045,-4515799.304,2743093.526,-84.2845,33.7663,5683,132.0105
Atlanta_02,144,51292048,-4515799.321,2743093.526,-84.2872,33.7664,7002,162.9874
Atlanta_02,145,51292054,-4515799.308,2743093.525,-84.2852,33.7665,1155,26.7862
Atlanta_02,146,51292068,-4515799.346,2743093.524,-84.2909,33.7666,2396,55.9992
Atlanta_02,147,51292572,-4515799.345,2743093.519,-84.2908,33.7674,988,22.2645
Atlanta_02,148,51292578,-4515799.339,2743093.519,-84.2899,33.7675,1639,37.9718
Atlanta_02,149,51292581,-4515799.337,2743093.519,-84.2896,33.7675,1276,29.6034
Atlanta_02,150,51292583,-4515799.314,2743093.518,-84.2861,33.7675,2707,62.9838
Atlanta_02,151,51292591,-4515799.3,2743093.518,-84.284,33.7676,4802,111.5471
Atlanta_02,152,51292593,-4515799.321,2743093.518,-84.2872,33.7676,5416,126.6682
Atlanta_02,153,51292594,-4515799.313,2743093.518,-84.286,33.7676,5697,132.5664
Atlanta_02,154,51293404,-4515799.324,2743093.503,-84.2875,33.7699,13527,314.1588
Atlanta_02,155,51293418,-4515799.299,2743093.504,-84.2838,33.7697,16937,400.41
Atlanta_02,156,51293420,-4515799.354,2743093.5,-84.2922,33.7703,10823,251.838
Atlanta_02,157,51293424,-4515799.343,2743093.501,-84.2905,33.7703,37575,873.4596
Atlanta_02,158,51293429,-4515799.33,2743093.5,-84.2885,33.7704,12504,290.5508
Atlanta_02,159,51293431,-4515799.322,2743093.499,-84.2872,33.7704,5714,132.8739
Atlanta_02,160,51293579,-4515799.345,2743093.495,-84.2909,33.7711,52311,1216.0017
Atlanta_02,161,51293582,-4515799.326,2743093.495,-84.2879,33.7712,7572,175.671
Atlanta_02,162,51293596,-4515799.321,2743093.493,-84.2872,33.7715,3232,75.0585
Atlanta_02,163,51293606,-4515799.302,2743093.491,-84.2843,33.7716,4234,97.0444
Atlanta_02,164,51293609,-4515799.306,2743093.492,-84.2849,33.7716,10149,234.9827
Atlanta_02,165,51293617,-4515799.312,2743093.491,-84.2857,33.7717,183,3.6014
Atlanta_02,166,51293975,-4515799.332,2743093.523,-84.2888,33.7668,11988,278.34
Atlanta_02,167,51293978,-4515799.342,2743093.523,-84.2904,33.7668,7308,168.2125
Atlanta_02,168,51293979,-4515799.329,2743093.523,-84.2884,33.7669,7387,170.9843
Atlanta_02,169,51294000,-4515799.318,2743093.522,-84.2867,33.767,6687,155.8354
Atlanta_02,170,51294371,-4515799.299,2743093.515,-84.2839,33.768,4060,94.3376
Atlanta_02,171,51294380,-4515799.313,2743093.515,-84.2859,33.7681,5711,132.5767
Atlanta_02,172,51294386,-4515799.328,2743093.514,-84.2883,33.7681,8585,199.4704
Atlanta_02,173,51294388,-4515799.335,2743093.514,-84.2893,33.7682,5824,135.1501
Atlanta_02,174,51294391,-4515799.308,2743093.514,-84.2851,33.7682,10829,251.6996
Atlanta_02,175,51294396,-4515799.302,2743093.513,-84.2843,33.7683,1251,28.9955
Atlanta_02,176,51294407,-4515799.355,2743093.513,-84.2923,33.7684,12369,287.5157
Atlanta_02,177,51294413,-4515799.31,2743093.512,-84.2855,33.7685,8098,188.3689
Atlanta_02,178,51295031,-4515799.318,2743093.506,-84.2867,33.7694,5040,117.2773
Atlanta_02,179,51295036,-4515799.353,2743093.506,-84.292,33.7694,14944,346.8782
Atlanta_02,180,51295043,-4515799.309,2743093.505,-84.2853,33.7695,2644,61.3971
Atlanta_02,181,51295052,-4515799.358,2743093.504,-84.2928,33.7697,10982,254.9038
Atlanta_02,182,51295053,-4515799.339,2743093.504,-84.29,33.7697,9947,230.8589
Atlanta_02,183,51295298,-4515799.32,2743093.511,-84.2869,33.7687,6111,141.9135
Atlanta_02,184,51295309,-4515799.336,2743093.511,-84.2895,33.7687,8732,203.0357
Atlanta_02,185,51295312,-4515799.334,2743093.511,-84.2891,33.7687,9681,224.378
Atlanta_02,186,51295341,-4515799.352,2743093.508,-84.2919,33.7692,1792,41.5647
Atlanta_02,187,51296219,-4515799.33,2743093.497,-84.2885,33.7708,14071,326.865
Atlanta_02,188,51296225,-4515799.34,2743093.496,-84.29,33.771,10576,245.5983
Atlanta_02,189,51296278,-4515799.343,2743093.52,-84.2905,33.7672,6444,148.6694
Atlanta_02,190,51296283,-4515799.336,2743093.52,-84.2895,33.7673,10476,244.417
Atlanta_02,191,51296284,-4515799.3,2743093.52,-84.2839,33.7673,2521,58.449
Atlanta_02,192,51296289,-4515799.348,2743093.519,-84.2913,33.7674,1056,24.5385
Atlanta_02,193,51297577,-4515799.332,2743093.517,-84.2889,33.7678,7713,180.5504
Atlanta_02,194,51297948,-4515799.353,2743093.527,-84.2921,33.7663,8731,202.7424
Atlanta_02,195,51297949,-4515799.321,2743093.527,-84.2872,33.7662,4982,116.5148
Atlanta_02,196,51298159,-4515799.337,2743093.526,-84.2896,33.7663,4661,107.8848
Atlanta_02,197,51298162,-4515799.315,2743093.526,-84.2862,33.7664,6180,143.4557
Atlanta_02,198,51298482,-4515799.332,2743093.52,-84.2888,33.7673,9316,216.625
Atlanta_02,199,51298487,-4515799.304,2743093.519,-84.2845,33.7674,1003,23.4078
Atlanta_02,200,51298488,-4515799.311,2743093.519,-84.2856,33.7674,4572,106.0614
Atlanta_02,201,51298494,-4515799.337,2743093.519,-84.2896,33.7675,1250,29.3225
Atlanta_02,202,51298498,-4515799.331,2743093.517,-84.2887,33.7677,628,14.5599
Atlanta_02,203,51298562,-4515799.339,2743093.502,-84.2899,33.77,8435,196.1539
Atlanta_02,204,51298577,-4515799.34,2743093.5,-84.29,33.7704,10908,252.9621
Atlanta_02,205,51298718,-4515799.331,2743093.495,-84.2887,33.7711,8251,191.7073
Atlanta_02,206,51299097,-4515799.305,2743093.524,-84.2848,33.7667,6073,141.1691
Atlanta_02,207,51299099,-4515799.307,2743093.523,-84.2849,33.7668,1152,26.7682
Atlanta_02,208,51299117,-4515799.308,2743093.522,-84.2851,33.767,1319,30.7254
Atlanta_02,209,51299409,-4515799.315,2743093.514,-84.2863,33.7682,1990,46.3484
Atlanta_02,210,51299413,-4515799.333,2743093.514,-84.2889,33.7682,5416,125.072
Atlanta_02,211,51299419,-4515799.339,2743093.513,-84.2899,33.7683,11858,275.2148
Atlanta_02,212,51299423,-4515799.321,2743093.513,-84.2871,33.7683,6135,142.5231
Atlanta_02,213,51299431,-4515799.312,2743093.512,-84.2858,33.7685,2583,60.09
Atlanta_02,214,51299434,-4515799.32,2743093.512,-84.287,33.7685,5240,121.7193
Atlanta_02,215,51299436,-4515799.36,2743093.513,-84.293,33.7683,44141,1025.5196
Atlanta_02,216,51299439,-4515799.333,2743093.512,-84.289,33.7686,451,10.4374
Atlanta_02,217,51300080,-4515799.31,2743093.505,-84.2855,33.7695,4189,97.5815
Atlanta_02,218,51300086,-4515799.339,2743093.505,-84.2899,33.7696,8395,194.4417
Atlanta_02,219,51300391,-4515799.311,2743093.512,-84.2856,33.7686,7682,178.5296
Atlanta_02,220,51300394,-4515799.343,2743093.511,-84.2906,33.7686,10374,241.1087
Atlanta_02,221,51300404,-4515799.316,2743093.51,-84.2864,33.7687,3586,83.5047
Atlanta_02,222,51300406,-4515799.339,2743093.51,-84.2899,33.7688,12650,293.5995
Atlanta_02,223,51300408,-4515799.305,2743093.51,-84.2848,33.7688,16582,385.5317
Atlanta_02,224,51300416,-4515799.349,2743093.509,-84.2914,33.769,1042,24.2023
Atlanta_02,225,51300420,-4515799.32,2743093.509,-84.2869,33.769,1952,45.4658
Atlanta_02,226,51300422,-4515799.352,2743093.508,-84.2919,33.7691,521,12.0931
Atlanta_02,227,51300424,-4515799.354,2743093.509,-84.2921,33.769,12551,291.9739
Atlanta_02,228,51302122,-4515799.332,2743093.497,-84.2888,33.7708,2521,58.6256
Atlanta_02,229,51302127,-4515799.305,2743093.497,-84.2848,33.7709,12736,295.9936
Atlanta_02,230,51302137,-4515799.32,2743093.495,-84.287,33.7711,4246,98.9235
Atlanta_02,231,51302184,-4515799.347,2743093.52,-84.2912,33.7673,5358,124.3311
Atlanta_02,232,51302253,-4515799.332,2743093.493,-84.2889,33.7713,9831,228.1155
Atlanta_02,233,51302257,-4515799.314,2743093.493,-84.2861,33.7714,2937,68.215
Atlanta_02,234,51302274,-4515799.316,2743093.516,-84.2864,33.7678,1251,29.0116
Atlanta_02,235,51302276,-4515799.31,2743093.516,-84.2855,33.7678,4728,109.9319
Atlanta_02,236,51302277,-4515799.321,2743093.516,-84.2872,33.7678,5424,126.0361
Atlanta_02,237,51302920,-4515799.343,2743093.526,-84.2905,33.7664,6075,141.2846
Atlanta_02,238,51302936,-4515799.314,2743093.525,-84.286,33.7665,7453,173.1559
Atlanta_02,239,51302939,-4515799.363,2743093.525,-84.2936,33.7666,222,5.2131
Atlanta_02,240,51302950,-4515799.335,2743093.524,-84.2893,33.7667,428,9.7396
Atlanta_02,241,51303266,-4515799.306,2743093.519,-84.2848,33.7674,5044,117.2871
Atlanta_02,242,51303270,-4515799.33,2743093.519,-84.2886,33.7675,2217,51.5498
Atlanta_02,243,51303273,-4515799.307,2743093.519,-84.2849,33.7675,5415,125.9156
Atlanta_02,244,51303276,-4515799.317,2743093.518,-84.2866,33.7676,3014,68.7405
Atlanta_02,245,51303277,-4515799.354,2743093.518,-84.2922,33.7675,10134,235.7817
Atlanta_02,246,51303279,-4515799.329,2743093.518,-84.2883,33.7675,12758,296.5126
Atlanta_02,247,51303285,-4515799.343,2743093.518,-84.2905,33.7676,11612,269.8761
Atlanta_02,248,51303379,-4515799.34,2743093.501,-84.29,33.7701,9051,209.8864
Atlanta_02,249,51303397,-4515799.306,2743093.5,-84.2849,33.7704,8434,195.7835
Atlanta_02,250,51303403,-4515799.34,2743093.499,-84.29,33.7705,10133,234.8662
Atlanta_02,251,51303526,-4515799.315,2743093.493,-84.2863,33.7715,942,22.034
Atlanta_02,252,51303528,-4515799.327,2743093.493,-84.2881,33.7714,17236,400.3801
Atlanta_02,253,51303529,-4515799.306,2743093.493,-84.2848,33.7714,11163,259.4958
Atlanta_02,254,51303535,-4515799.321,2743093.492,-84.2872,33.7715,1341,31.0571
Atlanta_02,255,51303839,-4515799.338,2743093.523,-84.2898,33.7668,5592,130.7531
Atlanta_02,256,51303841,-4515799.318,2743093.523,-84.2866,33.7668,7061,163.8087
Atlanta_02,257,51303843,-4515799.347,2743093.523,-84.2912,33.7668,8124,189.66
Atlanta_02,258,51303855,-4515799.307,2743093.522,-84.285,33.767,906,20.9506
Atlanta_02,259,51304146,-4515799.355,2743093.514,-84.2923,33.7681,12026,279.3662
Atlanta_02,260,51304150,-4515799.329,2743093.514,-84.2884,33.7682,1004,23.282
Atlanta_02,261,51304151,-4515799.3,2743093.514,-84.284,33.7682,4079,94.6582
Atlanta_02,262,51304156,-4515799.334,2743093.514,-84.2891,33.7682,7961,184.7073
Atlanta_02,263,51304162,-4515799.328,2743093.513,-84.2882,33.7683,5258,122.2919
Atlanta_02,264,51304166,-4515799.344,2743093.513,-84.2907,33.7684,2070,47.8193
Atlanta_02,265,51304172,-4515799.33,2743093.512,-84.2885,33.7685,2151,49.9396
Atlanta_02,266,51304175,-4515799.329,2743093.512,-84.2883,33.7685,6836,159.0868
Atlanta_02,267,51304176,-4515799.333,2743093.512,-84.289,33.7685,2164,49.5932
Atlanta_02,268,51304182,-4515799.325,2743093.512,-84.2878,33.7685,6090,141.4284
Atlanta_02,269,51305240,-4515799.321,2743093.506,-84.2871,33.7694,6487,150.6937
Atlanta_02,270,51305260,-4515799.343,2743093.505,-84.2906,33.7696,6905,160.5046
Atlanta_02,271,51305531,-4515799.339,2743093.511,-84.2899,33.7686,10255,238.0946
Atlanta_02,272,51305534,-4515799.36,2743093.51,-84.293,33.7688,1034,24.0743
Atlanta_02,273,51305543,-4515799.343,2743093.51,-84.2906,33.7688,11956,277.7942
Atlanta_02,274,51305546,-4515799.314,2743093.51,-84.286,33.7688,7717,179.3088
Atlanta_02,275,51305552,-4515799.315,2743093.509,-84.2862,33.7689,7152,166.0487
Atlanta_02,276,51305555,-4515799.308,2743093.509,-84.2852,33.769,9614,223.2232
Atlanta_02,277,51306356,-4515799.305,2743093.498,-84.2848,33.7706,11135,258.8591
Atlanta_02,278,51306357,-4515799.34,2743093.498,-84.29,33.7707,13843,321.6399
Atlanta_02,279,51306364,-4515799.345,2743093.497,-84.2908,33.7708,37832,878.9655
Atlanta_02,280,51306395,-4515799.321,2743093.521,-84.2872,33.7671,5435,126.7044
Atlanta_02,281,51306399,-4515799.318,2743093.521,-84.2867,33.7672,7237,168.3095
Atlanta_02,282,51306407,-4515799.302,2743093.52,-84.2843,33.7673,1130,26.2657
Atlanta_02,283,51306411,-4515799.321,2743093.52,-84.2872,33.7672,5731,133.1221
Atlanta_02,284,51306412,-4515799.304,2743093.52,-84.2845,33.7673,4803,111.4665
Atlanta_02,285,51306413,-4515799.342,2743093.52,-84.2904,33.7673,7505,174.7997
Atlanta_02,286,51306414,-4515799.312,2743093.52,-84.2858,33.7673,6291,145.8335
Atlanta_02,287,51306468,-4515799.315,2743093.517,-84.2862,33.7677,4773,110.8904
Atlanta_02,288,51306471,-4515799.309,2743093.517,-84.2853,33.7677,4701,109.2605
Atlanta_02,289,51306472,-4515799.302,2743093.517,-84.2843,33.7677,6790,157.8175
Atlanta_02,290,51306473,-4515799.354,2743093.517,-84.2922,33.7678,7733,179.4514
Atlanta_02,291,51306743,-4515799.36,2743093.527,-84.293,33.7662,2390,57.5945
Atlanta_02,292,51306744,-4515799.318,2743093.527,-84.2866,33.7662,5091,118.2668
Atlanta_02,293,51306745,-4515799.317,2743093.527,-84.2865,33.7662,724,17.4338
Atlanta_02,294,51306749,-4515799.302,2743093.527,-84.2843,33.7662,262,6.3315
Atlanta_02,295,51306942,-4515799.333,2743093.527,-84.2889,33.7662,1240,28.5615
Atlanta_02,296,51306965,-4515799.351,2743093.526,-84.2917,33.7664,3610,84.1273
Atlanta_02,297,51306973,-4515799.303,2743093.525,-84.2844,33.7665,5593,130.0795
Atlanta_02,298,51307263,-4515799.316,2743093.492,-84.2865,33.7715,4789,111.0732
Atlanta_02,299,51307268,-4515799.335,2743093.492,-84.2893,33.7716,3429,79.6759
Atlanta_02,300,51307340,-4515799.34,2743093.52,-84.29,33.7673,13742,319.9732
Atlanta_02,301,51307341,-4515799.329,2743093.519,-84.2884,33.7674,5824,135.3338
Atlanta_02,302,51307344,-4515799.333,2743093.519,-84.2889,33.7675,661,15.3307
Atlanta_02,303,51307346,-4515799.312,2743093.519,-84.2858,33.7675,456,10.6122
